season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name
2017,REG,1,Marquise Goodwin,WR,SF,6.008333333333334,1.840628939817443,20.82833333333333,47.93816410295753,3,6,50.0,21.0,0,0.4100000000000013,0.6291422900731997,-0.21914229007319835,00-0030068,Marquise,Goodwin,M.Goodwin
2017,REG,1,Stefon Diggs,WR,MIN,5.937142857142858,3.0138350123609685,10.440000000000001,33.0693696547355,7,8,87.5,93.0,2,2.382857142857142,1.5501660219710718,0.8326911208860703,00-0031588,Stefon,Diggs,S.Diggs
2017,REG,1,Larry Fitzgerald,WR,ARI,5.936666666666667,2.2939742330311037,10.764615384615384,32.67793760508126,6,13,46.15384615384615,74.0,0,7.375,8.63082372168511,-1.2558237216851094,00-0022921,Larry,Fitzgerald,L.Fitzgerald
2017,REG,1,Eric Decker,WR,TEN,5.9157142857142855,2.707431262500093,6.9575,15.129933674024137,3,8,37.5,10.0,0,2.9066666666666676,4.456585769121148,-1.54991910245448,00-0027690,Eric,Decker,E.Decker
2017,REG,1,Rishard Matthews,WR,TEN,5.894444444444444,3.3304888200979605,11.772222222222222,28.800152223551155,5,9,55.55555555555556,71.0,0,2.516000000000001,1.420630892112672,1.0953691078873289,00-0029580,Rishard,Matthews,R.Matthews
2017,REG,1,Pierre Garcon,WR,SF,5.872999999999999,2.469987245990942,9.327000000000002,35.77812727760942,6,10,60.0,81.0,0,7.216666666666666,4.726351124410826,2.49031554225584,00-0026345,Pierre,Garcon,P.Garcon
2017,REG,1,Sterling Shepard,WR,NYG,5.794285714285715,3.950240180396085,3.481250000000001,14.078455161257708,7,8,87.5,44.0,0,3.0557142857142847,3.4343133806573616,-0.37859909494307686,00-0032385,Sterling,Shepard,S.Shepard
2017,REG,1,Golden Tate,WR,DET,5.639166666666667,2.2702635060255956,5.055833333333333,20.000659326168662,10,12,83.33333333333334,107.0,0,4.657000000000001,4.412235376408444,0.24476462359155704,00-0027891,Golden,Tate,G.Tate
2017,REG,1,Alshon Jeffery,WR,PHI,5.571428571428571,1.8587917807526146,17.7,30.00871924045728,3,7,42.857142857142854,38.0,0,5.713333333333335,4.822524821824572,0.8908085115087623,00-0029137,Alshon,Jeffery,A.Jeffery
2017,REG,1,Robby Anderson,WR,NYJ,5.46125,4.386287156896962,9.04875,41.97251695947122,4,8,50.0,22.0,0,2.744999999999999,4.706057494179603,-1.9610574941796042,00-0032688,Robby,Anderson,R.Anderson
2017,REG,1,ArDarius Stewart,WR,NYJ,5.430000000000001,2.927745563813828,4.153999999999998,12.042674088247226,2,5,40.0,10.0,0,2.0400000000000027,2.632702441130988,-0.5927024411309851,00-0033916,ArDarius,Stewart,A.Stewart
2017,REG,1,Roger Lewis,WR,NYG,5.371666666666666,2.826430155645168,11.229999999999999,34.061267819229585,4,6,66.66666666666666,54.0,0,2.5,2.4969320004577753,0.0030679995422246975,00-0032659,Roger,Lewis,R.Lewis
2017,REG,1,Cole Beasley,WR,DAL,5.1925,1.9595557424618435,8.338000000000001,13.484054596028209,3,5,60.0,32.0,0,3.1033333333333317,3.9086824603222765,-0.8053491269889448,00-0029000,Cole,Beasley,C.Beasley
2017,REG,1,Michael Thomas,WR,NO,4.91,1.725478166962442,10.165000000000001,31.411023987021515,5,8,62.5,45.0,0,1.4979999999999998,1.2459173485925135,0.2520826514074863,00-0032765,Michael,Thomas,M.Thomas
2017,REG,1,Emmanuel Sanders,WR,DEN,4.909999999999999,3.81483743109322,7.32,20.963199847262658,3,6,50.0,26.0,0,5.293333333333332,3.4573472550241084,1.8359860783092237,00-0027685,Emmanuel,Sanders,E.Sanders
2017,REG,1,Dez Bryant,WR,DAL,4.85,1.472219006216044,14.725555555555555,42.8649977359467,2,9,22.22222222222222,43.0,0,13.610000000000003,2.399346627017394,11.210653372982609,00-0027902,Dez,Bryant,D.Bryant
2017,REG,1,Kenny Golladay,WR,DET,4.802857142857143,1.6079709660952086,16.494285714285716,38.06289971648976,4,7,57.14285714285714,69.0,2,1.8425000000000011,1.7023249802792861,0.140175019720715,00-0033932,Kenneth,Golladay,K.Golladay
2017,REG,1,Mohamed Sanu,WR,ATL,4.77375,1.7050176715227368,5.763333333333334,24.363550962893378,6,9,66.66666666666666,47.0,0,1.9033333333333318,1.9407915049587625,-0.03745817162543075,00-0029632,Mohamed,Sanu,M.Sanu
2017,REG,1,Tyrell Williams,WR,LAC,4.763333333333334,3.3038223132744697,7.694285714285715,26.33612048310597,5,7,71.42857142857143,54.0,0,4.223999999999998,4.505891541145718,-0.28189154114571924,00-0032160,Tyrell,Williams,Ty.Williams
2017,REG,1,Jordy Nelson,WR,GB,4.702857142857143,1.6273664956016924,12.096250000000001,32.38187658947931,7,8,87.5,79.0,1,0.4414285714285719,1.144412124699397,-0.7029835532708251,00-0026176,Jordy,Nelson,J.Nelson
2017,REG,1,Michael Crabtree,WR,LV,4.648333333333333,2.698980716739922,7.514285714285714,27.307652372546976,6,7,85.71428571428571,83.0,0,6.346666666666667,3.1621524731695936,3.184514193497073,00-0026986,Michael,Crabtree,M.Crabtree
2017,REG,1,Randall Cobb,WR,GB,4.538461538461538,3.6272514864291745,3.1730769230769242,13.803373042430733,9,13,69.23076923076923,85.0,0,7.796666666666665,7.851928555896482,-0.055261889229816674,00-0028002,Randall,Cobb,R.Cobb
2017,REG,1,Jermaine Kearse,WR,NYJ,4.483333333333333,1.5371509622961765,7.796666666666667,40.685336580274836,7,9,77.77777777777779,59.0,0,1.8757142857142846,2.360395199477515,-0.4846809137632304,00-0029159,Jermaine,Kearse,J.Kearse
2017,REG,1,Antonio Brown,WR,PIT,4.442727272727272,4.311391957396059,7.329090909090907,35.29308759795123,11,11,100.0,182.0,0,9.137272727272729,6.636465302211263,2.500807425061465,00-0027793,Antonio,Brown,A.Brown
2017,REG,1,Brandon LaFell,WR,CIN,4.436,2.463653372198515,5.617999999999999,11.497687364414064,3,5,60.0,24.0,0,5.766666666666667,5.364985792148218,0.4016808745184486,00-0027681,Brandon,LaFell,B.LaFell
2017,REG,1,Amari Cooper,WR,LV,4.415384615384616,2.3534760426270696,7.010000000000001,47.310767313882245,5,13,38.46153846153847,62.0,1,9.709999999999999,8.466843822662963,1.2431561773370365,00-0031544,Amari,Cooper,A.Cooper
2017,REG,1,Julio Jones,WR,ATL,4.368,1.6897413880715622,8.634000000000002,20.277125410991076,4,5,80.0,66.0,0,7.772499999999999,6.231735909763227,1.540764090236772,00-0027944,Quintorris,Jones,Ju.Jones
2017,REG,1,Adam Thielen,WR,MIN,3.920000000000001,2.2772524696079475,10.673,42.25926512511878,9,10,90.0,157.0,0,6.5044444444444425,7.7892925124772665,-1.284848068032824,00-0030035,Adam,Thielen,A.Thielen
2017,REG,1,Chris Hogan,WR,NE,3.7599999999999993,1.8666958694831528,20.304,18.693034303706565,1,5,20.0,8.0,0,5.890000000000001,7.163285485977212,-1.2732854859772118,00-0028237,Chris,Hogan,C.Hogan
2017,REG,1,DeAndre Hopkins,WR,HOU,3.645625,1.3051601812049278,11.754375,56.690278824416,7,16,43.75,55.0,1,0.6428571428571418,0.8758630267999015,-0.23300588394275967,00-0030564,DeAndre,Hopkins,D.Hopkins
2017,REG,1,Davante Adams,WR,GB,3.6399999999999997,2.971050040140141,16.52285714285714,38.702984874849406,3,7,42.857142857142854,47.0,0,5.359999999999997,4.662650385027898,0.697349614972099,00-0031381,Davante,Adams,D.Adams
2017,REG,1,Brandin Cooks,WR,NE,3.5414285714285714,1.4819208883200337,19.59142857142857,25.251799885838437,3,7,42.857142857142854,88.0,0,7.066666666666667,4.406837310418268,2.659829356248399,00-0031236,Brandin,Cooks,B.Cooks
2017,REG,1,A.J. Green,WR,CIN,3.2159999999999997,2.2746768937134925,12.050999999999998,49.32667512586468,5,10,50.0,74.0,0,4.422000000000002,4.559660184022652,-0.1376601840226499,00-0027942,Adriel,Green,A.Green
2017,REG,1,Demaryius Thomas,WR,DEN,3.1014285714285714,2.2038093074901446,9.88875,37.7595341511145,5,8,62.5,67.0,0,2.652000000000001,2.091922868318784,0.5600771316812172,00-0027874,Demaryius,Thomas,D. Thomas
2017,REG,1,Paul Richardson,WR,SEA,2.9085714285714284,1.467965634895006,12.00857142857143,29.764181007010837,4,7,57.14285714285714,59.0,0,0.9449999999999967,0.6520694612344773,0.29293053876551944,00-0031257,Paul,Richardson,P.Richardson
2017,REG,1,Danny Amendola,WR,NE,2.7633333333333336,3.564135281896728,7.581428571428569,9.771861017510906,6,7,85.71428571428571,100.0,0,8.360000000000001,8.952487333970945,-0.5924873339709436,00-0026035,Daniel,Amendola,D.Amendola
2017,REG,1,Sammy Watkins,WR,LAR,2.2760000000000002,3.0851922450077027,5.651999999999999,12.104338887223198,5,5,100.0,58.0,0,5.948,6.684780840749227,-0.7367808407492262,00-0031325,Samuel,Watkins,S.Watkins
2017,REG,2,Tyreek Hill,WR,KC,9.251999999999999,2.2449485124896076,8.476666666666667,32.4942499361104,4,6,66.66666666666666,43.0,0,10.5525,7.553205963346755,2.999294036653245,00-0033040,Tyreek,Hill,T.Hill
2017,REG,2,Torrey Smith,WR,PHI,9.188749999999999,1.9819098039177305,22.173750000000002,31.068726355611602,4,8,50.0,66.0,0,1.825000000000001,2.232357998476118,-0.4073579984761171,00-0027996,James,Smith,T.Smith
2017,REG,2,Jarvis Landry,WR,MIA,8.17090909090909,4.824922754649093,2.497333333333333,11.688716924613079,13,15,86.66666666666667,78.0,0,4.493076923076922,5.054554680688127,-0.5614777576112049,00-0031382,Jarvis,Landry,J.Landry
2017,REG,2,Brandon LaFell,WR,CIN,7.905714285714287,3.782728187317003,9.790000000000001,19.896640826873384,4,7,57.14285714285714,30.0,0,3.035,2.564275651135283,0.47072434886471726,00-0027681,Brandon,LaFell,B.LaFell
2017,REG,2,Zay Jones,WR,BUF,7.861999999999999,2.946586281767257,16.385,61.4898674005504,2,6,33.33333333333333,18.0,0,-0.08000000000000185,0.9119512562089227,-0.9919512562089245,00-0033891,Isaiah,Jones,Z.Jones
2017,REG,2,Cooper Kupp,WR,LAR,7.822000000000001,1.769625378390665,6.584999999999998,25.229885057471257,3,6,50.0,33.0,0,5.863333333333334,3.259238628433271,2.604094704900063,00-0033908,Cooper,Kupp,C.Kupp
2017,REG,2,J.J. Nelson,WR,ARI,7.661428571428571,2.917662364646552,20.06714285714286,33.064212409377646,5,7,71.42857142857143,120.0,1,3.9560000000000004,5.815177379009059,-1.8591773790090587,00-0032112,Jamarcus,Nelson,J.Nelson
2017,REG,2,Jeremy Maclin,WR,BAL,7.547500000000001,2.0419124505146757,6.635999999999998,16.817029903699947,4,5,80.0,31.0,1,0.24249999999999972,0.5936600567261507,-0.351160056726151,00-0026995,Jeremy,Maclin,J.Maclin
2017,REG,2,Doug Baldwin,WR,SEA,7.488888888888888,3.772764373735816,7.623333333333335,24.188260179799055,6,9,66.66666666666666,44.0,0,2.1283333333333325,3.923199449511003,-1.7948661161776704,00-0028434,Doug,Baldwin,D.Baldwin
2017,REG,2,Deonte Thompson,WR,CHI,7.392,2.649491379883135,15.65,24.389103603042013,4,5,80.0,57.0,1,1.5075000000000003,1.6397965756017499,-0.13229657560174957,00-0029388,Deonte,Thompson,D.Thompson
2017,REG,2,Kenny Stills,WR,MIA,7.273999999999999,1.8145090585504655,24.288000000000004,37.89316025961059,2,5,40.0,37.0,1,1.4549999999999983,1.6367524734828294,-0.18175247348283108,00-0030085,Kenneth,Stills,K.Stills
2017,REG,2,Randall Cobb,WR,GB,7.225,3.2651778480405933,7.187777777777778,26.1807438585131,6,9,66.66666666666666,60.0,0,5.686666666666667,3.420142974848394,2.2665236918182736,00-0028002,Randall,Cobb,R.Cobb
2017,REG,2,Tyler Lockett,WR,SEA,7.1850000000000005,3.80816705506905,7.278888888888888,23.09536400493566,6,9,66.66666666666666,64.0,0,5.145000000000002,5.264406926678248,-0.11940692667824582,00-0032211,Tyler,Lockett,T.Lockett
2017,REG,2,Emmanuel Sanders,WR,DEN,7.0825,2.6004495206398195,7.901250000000001,25.451983088383333,6,8,75.0,62.0,2,3.6683333333333317,1.042553535545305,2.6257797977880264,00-0027685,Emmanuel,Sanders,E.Sanders
2017,REG,2,Brandon Marshall,WR,NYG,6.996,1.6819258208349148,17.178,27.056229327453142,1,5,20.0,17.0,0,2.4800000000000004,2.1688196631603205,0.31118033683967994,00-0024334,Brandon,Marshall,B.Marshall
2017,REG,2,Stefon Diggs,WR,MIN,6.953333333333333,2.340580924831397,15.898333333333335,33.433808839507904,2,6,33.33333333333333,27.0,0,2.799999999999997,1.9416595678611372,0.8583404321388599,00-0031588,Stefon,Diggs,S.Diggs
2017,REG,2,A.J. Green,WR,CIN,6.851428571428571,3.4853671031155353,14.045000000000002,32.62201318119792,5,8,62.5,67.0,0,3.228,4.303404162158404,-1.0754041621584034,00-0027942,Adriel,Green,A.Green
2017,REG,2,Ted Ginn,WR,NO,6.745,2.985291642191523,12.950000000000005,19.056728717533673,3,6,50.0,24.0,0,-0.37000000000000216,0.6984784331930509,-1.068478433193053,00-0025396,Ted,Ginn,T.Ginn
2017,REG,2,DeSean Jackson,WR,TB,6.727142857142858,1.2457661945461347,19.041428571428572,34.8088373550611,3,7,42.857142857142854,39.0,0,2.193333333333333,2.62041217876353,-0.42707884543019725,00-0026189,DeSean,Jackson,D.Jackson
2017,REG,2,Jamison Crowder,WR,WAS,6.6819999999999995,3.2535422515976284,3.7960000000000007,16.437169827660867,4,5,80.0,47.0,0,9.8475,7.069669607775609,2.7778303922243914,00-0031941,Jamison,Crowder,J.Crowder
2017,REG,2,Cole Beasley,WR,DAL,6.5112499999999995,2.867006283138001,7.992499999999999,17.315712506093263,4,8,50.0,33.0,0,2.6125000000000007,4.045549733541186,-1.4330497335411856,00-0029000,Cole,Beasley,C.Beasley
2017,REG,2,Kamar Aiken,WR,IND,6.49625,1.9349460359927788,7.623333333333333,21.877491151430124,3,9,33.33333333333333,31.0,0,5.683333333333334,6.501204700358509,-0.8178713670251758,00-0028497,Kamar,Aiken,K.Aiken
2017,REG,2,Josh Bellamy,WR,CHI,6.474285714285715,1.835145359052611,9.572857142857146,20.885799775589085,4,7,57.14285714285714,51.0,0,1.0699999999999985,0.9298856714320038,0.14011432856799466,00-0029319,Josh,Bellamy,J.Bellamy
2017,REG,2,Laquon Treadwell,WR,MIN,6.408333333333334,2.4508611030930583,11.504999999999995,24.194735550804378,3,6,50.0,33.0,0,4.170000000000004,2.501971467969573,1.6680285320304313,00-0032951,Laquon,Treadwell,L.Treadwell
2017,REG,2,Mike Evans,WR,TB,6.4077777777777785,2.4567314587229347,10.854444444444447,25.51185626240468,7,9,77.77777777777779,93.0,1,2.9214285714285686,3.0166426414616176,-0.09521407003304905,00-0031408,Mike,Evans,M.Evans
2017,REG,2,Jaron Brown,WR,ARI,6.391818181818182,2.1870413118248284,15.908181818181816,41.18962432915921,4,11,36.36363636363637,73.0,0,3.952499999999999,5.95050411831078,-1.9980041183107815,00-0030300,Jaron,Brown,Ja.Brown
2017,REG,2,T.Y. Hilton,WR,IND,6.316666666666666,3.2813544514100523,8.485,16.23353847134977,4,6,66.66666666666666,49.0,0,5.26,6.984243783077659,-1.7242437830776591,00-0029608,Eugene,Hilton,T.Hilton
2017,REG,2,Adam Thielen,WR,MIN,6.289999999999999,3.000611938364566,8.94,18.800602853037045,5,6,83.33333333333334,44.0,0,2.645999999999998,3.4316534247265396,-0.7856534247265414,00-0030035,Adam,Thielen,A.Thielen
2017,REG,2,Brandon Coleman,WR,NO,6.0200000000000005,4.18434098699808,12.638333333333334,18.59809187452481,4,6,66.66666666666666,82.0,1,8.530000000000001,7.67264667883785,0.8573533211621509,00-0030801,Brandon,Coleman,B.Coleman
2017,REG,2,Demaryius Thomas,WR,DEN,6.012499999999999,1.803611919509557,10.244999999999997,33.001811958928926,6,8,75.0,71.0,0,5.811666666666667,4.012945127930948,1.7987215387357196,00-0027874,Demaryius,Thomas,D. Thomas
2017,REG,2,Paul Richardson,WR,SEA,6.006,2.020563151348581,16.282000000000004,28.700863740525307,2,5,40.0,19.0,1,2.1950000000000003,,,00-0031257,Paul,Richardson,P.Richardson
2017,REG,2,Alex Erickson,WR,CIN,5.93,2.1865863883644163,12.76,22.228028917341693,4,6,66.66666666666666,62.0,0,0.9449999999999985,2.0546826857858065,-1.109682685785808,00-0032543,Alex,Erickson,A.Erickson
2017,REG,2,Michael Thomas,WR,NO,5.9079999999999995,2.190583899000834,14.436000000000002,35.40578323890811,5,10,50.0,89.0,0,4.775999999999998,2.519465451921884,2.256534548078114,00-0032765,Michael,Thomas,M.Thomas
2017,REG,2,Terrance Williams,WR,DAL,5.895999999999999,2.5418966940354597,1.1239999999999994,1.5219628446081344,4,5,80.0,17.0,0,0.932500000000001,2.0866048398686132,-1.1541048398686122,00-0030542,Terrance,Williams,T.Williams
2017,REG,2,Devin Funchess,WR,CAR,5.823333333333333,3.905693802536922,14.46,33.30646090061039,4,6,66.66666666666666,68.0,0,3.7974999999999994,2.686679412762601,1.1108205872373986,00-0032055,Devin,Funchess,D.Funchess
2017,REG,2,Kendall Wright,WR,CHI,5.76625,2.7779938467757783,6.419,20.006857000374016,7,10,70.0,69.0,0,2.518571428571429,2.680083229935966,-0.1615118013645369,00-0029708,Kendall,Wright,K.Wright
2017,REG,2,Donte Moncrief,WR,IND,5.647142857142858,2.2981464291770743,16.244999999999997,41.440005101878135,2,8,25.0,18.0,0,0.9000000000000057,2.5103176658740267,-1.610317665874021,00-0031339,Donte,Moncrief,D.Moncrief
2017,REG,2,Dez Bryant,WR,DAL,5.545624999999999,1.8979396349246447,9.299375000000001,40.29410171694741,7,16,43.75,59.0,1,2.174285714285714,2.421635907360265,-0.24735019307455097,00-0027902,Dez,Bryant,D.Bryant
2017,REG,2,Odell Beckham,WR,NYG,5.44,3.227674007310881,6.634,10.448889588911639,4,5,80.0,36.0,0,2.772500000000001,2.8360767968669904,-0.06357679686698958,00-0031235,Odell,Beckham,O.Beckham
2017,REG,2,Alshon Jeffery,WR,PHI,5.39923076923077,1.6363306294802908,18.73769230769231,42.66323385175845,7,13,53.84615384615385,92.0,1,2.362857142857144,2.181010349221237,0.18184679363590694,00-0029137,Alshon,Jeffery,A.Jeffery
2017,REG,2,Marqise Lee,WR,JAX,5.363333333333334,2.334733857956132,9.260833333333332,39.7375384395337,7,12,58.333333333333336,76.0,0,3.394285714285715,4.106848379198872,-0.7125626649131567,00-0031431,Marqise,Lee,M.Lee
2017,REG,2,Eric Decker,WR,TEN,5.356,2.299127370752898,11.592,23.08979364194088,3,5,60.0,32.0,0,0.9266666666666671,1.6569178262002804,-0.7302511595336133,00-0027690,Eric,Decker,E.Decker
2017,REG,2,Kelvin Benjamin,WR,CAR,5.165,2.656784304207375,9.695,29.774655457023304,6,8,75.0,77.0,0,3.496666666666666,3.2109297845502263,0.2857368821164399,00-0031359,Kelvin,Benjamin,K.Benjamin
2017,REG,2,Keenan Allen,WR,LAC,4.88,2.9994355791653824,5.991000000000001,21.953096372297544,9,10,90.0,100.0,0,5.4399999999999995,6.188725125896529,-0.7487251258965291,00-0030279,Keenan,Allen,K.Allen
2017,REG,2,Larry Fitzgerald,WR,ARI,4.746666666666667,2.8081885033474165,5.009999999999998,7.075604933622066,3,6,50.0,21.0,0,5.873333333333335,6.784866323755826,-0.9115329904224909,00-0022921,Larry,Fitzgerald,L.Fitzgerald
2017,REG,2,Allen Hurns,WR,JAX,4.637142857142857,2.3015514225743496,12.455714285714285,31.17714367446184,6,7,85.71428571428571,82.0,1,3.883333333333333,4.45801960583799,-0.5746862725046569,00-0030821,Allen,Hurns,A.Hurns
2017,REG,2,Eli Rogers,WR,PIT,4.63,1.7663753559947923,9.534285714285716,17.61414621272103,4,7,57.14285714285714,43.0,0,3.8649999999999984,2.169122021833941,1.6958779781660573,00-0031782,Eli,Rogers,E.Rogers
2017,REG,2,Rishard Matthews,WR,TEN,4.587999999999999,2.4370961684819354,13.092000000000002,26.077603378216878,3,5,60.0,43.0,0,1.3833333333333329,2.3621821681678434,-0.9788488348345106,00-0029580,Rishard,Matthews,R.Matthews
2017,REG,2,Marquise Goodwin,WR,SF,4.513333333333334,2.7672414168945942,8.35,35.37635927128937,3,6,50.0,26.0,0,3.936666666666666,4.560744670061922,-0.624078003395256,00-0030068,Marquise,Goodwin,M.Goodwin
2017,REG,2,Michael Crabtree,WR,LV,4.470000000000001,2.7750796873920973,9.371666666666668,45.745200130165955,6,6,100.0,80.0,3,5.226666666666667,5.061517372993421,0.16514929367324527,00-0026986,Michael,Crabtree,M.Crabtree
2017,REG,2,Geronimo Allison,WR,GB,4.467499999999999,3.7746395817997693,7.362,14.897405803553369,3,5,60.0,24.0,0,5.630000000000003,5.674428693896068,-0.04442869389606585,00-0032626,Geronimo,Allison,G.Allison
2017,REG,2,Davante Adams,WR,GB,4.3740000000000006,3.0598592405631178,7.209999999999998,29.179651139260997,8,10,80.0,99.0,1,6.069999999999999,5.294577039656346,0.7754229603436533,00-0031381,Davante,Adams,D.Adams
2017,REG,2,Chris Hogan,WR,NE,4.34,3.0132705442050884,6.574999999999999,13.406055663166484,5,6,83.33333333333334,78.0,1,10.428,11.47543442450899,-1.0474344245089888,00-0028237,Chris,Hogan,C.Hogan
2017,REG,2,Rashard Higgins,WR,CLE,4.207,3.2597387229368393,12.434545454545455,27.513929957958684,7,11,63.63636363636363,95.0,0,4.131428571428573,3.698567150705894,0.4328614207226784,00-0032977,Rashard,Higgins,R.Higgins
2017,REG,2,Amari Cooper,WR,LV,4.0,3.045960223801057,4.520000000000003,18.385942076147096,4,5,80.0,33.0,0,3.8174999999999972,3.5032843746785005,0.3142156253214967,00-0031544,Amari,Cooper,A.Cooper
2017,REG,2,Antonio Brown,WR,PIT,3.8418181818181822,2.5528283913157073,18.529999999999998,53.79519662179993,5,11,45.45454545454545,62.0,0,6.3500000000000005,7.733766153225858,-1.3837661532258574,00-0027793,Antonio,Brown,A.Brown
2017,REG,2,Pierre Garcon,WR,SF,3.79,2.7953167898818396,5.823999999999998,20.56206750458974,3,5,60.0,26.0,0,3.1300000000000012,5.434279789472082,-2.3042797894720803,00-0026345,Pierre,Garcon,P.Garcon
2017,REG,2,Jermaine Kearse,WR,NYJ,3.632,1.6697113702736064,15.890000000000004,49.52933108908422,4,5,80.0,64.0,2,2.3199999999999985,1.5924402938052822,0.7275597061947163,00-0029159,Jermaine,Kearse,J.Kearse
2017,REG,2,DeAndre Hopkins,WR,HOU,3.3953846153846152,2.3013150843009433,9.224615384615383,64.21075176697366,7,13,53.84615384615385,73.0,0,0.8871428571428558,4.34738596305482,-3.4602431059119643,00-0030564,DeAndre,Hopkins,D.Hopkins
2017,REG,2,Mohamed Sanu,WR,ATL,3.316666666666667,2.850857331682505,11.151666666666666,29.081189151599435,5,6,83.33333333333334,85.0,0,5.859999999999998,3.6984937691919186,2.161506230808079,00-0029632,Mohamed,Sanu,M.Sanu
