player_name,2024,2023,2022,2021,2020,2019,2018,2017
J.Bobo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Bellamy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
J.Arcega-Whiteside,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J.Agnew,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0
I.Wright,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
I.McKenzie,0.0,0.0,7.0,1.0,1.0,4.0,3.0,0.0
I.Hodgins,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
I.Ford,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
H.Sharp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
H.Ruggs,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
H.Renfrow,0.0,2.0,4.0,16.0,8.0,8.0,0.0,0.0
G.Whalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
G.Ward,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0
G.Tate,0.0,0.0,0.0,0.0,6.0,10.0,14.0,14.0
Z.Pascal,0.0,0.0,0.0,9.0,8.0,8.0,5.0,0.0
