year,week,player_id,player,firstName,lastName,position,team,This Week Salary,Last Week Salary,Salary Differential,red_zone_rec_rec,red_zone_rec_tgt,red_zone_rec_pct,red_zone_rec_yds,red_zone_rec_y/r,red_zone_rec_td,red_zone_rec_tgt_pct,projected_points,projected_points_ppr,projected_points_half,projected_receptions,projected_reception_yards,projected_reception_tds,wk6 %rostered,wk5 %rostered,wk4 %rostered,wk3 %rostered,wk2 %rostered,wk1 %rostered
2024,8,2971281,Pharaoh Brown,Pharaoh,Brown,WR,SEA,,,,,,,,,,,,,,,,,,,,,,
2024,8,3929785,Nick Westbrook-Ikhine,Nick,Westbrook-Ikhine,WR,TEN,,,,,,,,,,,3.81,6.08,4.95,2.27,30.03,0.14,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4383440,Nate Adkins,Nate,Adkins,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,3050481,Tanner Hudson,Tanner,Hudson,WR,CIN,,,,,,,,,,,,,,,,,,,,,,
2024,8,3910176,Kristian Wilkerson,Kristian,Wilkerson,WR,LV,"$4,900","$4,000",+900,2,3,66.7%,18,9.0,1,17.6%,0.08,0.13,0.11,0.05,0.54,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4429096,Blake Corum,Blake,Corum,WR,LAR,,,,,,,,,,,2.93,3.39,3.16,0.46,3.31,0.02,,,,,,
2024,8,4569603,Malik Washington,Malik,Washington,WR,MIA,"$4,300","$4,100",+200,,,,,,,,1.27,2.04,1.65,0.77,9.36,0.06,1.2,1.2,1.2,1.2,1.2,1.2
2024,8,4912274,Sione Vaki,Sione,Vaki,WR,DET,,,,,,,,,,,0.34,0.51,0.42,0.17,1.32,0.0,,,,,,
2024,8,4047422,Tanner Conner,Tanner,Conner,WR,MIA,,,,,,,,,,,,,,,,,,,,,,
2024,8,4240021,Cam Akers,Cam,Akers,WR,MIN,,,,,,,,,,,0.1,0.16,0.13,0.06,0.42,0.01,,,,,,
2024,8,4048228,John Bates,John,Bates,WR,WSH,,,,,,,,,,,,,,,,,,,,,,
2024,8,4428796,Casey Washington,Casey,Washington,WR,ATL,"$4,200","$4,000",+200,,,,,,,,0.32,0.53,0.42,0.21,2.37,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4431453,Deuce Vaughn,Deuce,Vaughn,WR,DAL,,,,,,,,,,,0.72,0.94,0.83,0.22,1.7,0.0,,,,,,
2024,8,4243004,Jordan Mims,Jordan,Mims,WR,NO,,,,,,,,,,,0.45,0.53,0.49,0.09,0.52,0.0,,,,,,
2024,8,4362018,Blake Whiteheart,Blake,Whiteheart,WR,CLE,,,,,,,,,,,,,,,,,,,,,,
2024,8,4879650,Grant DuBose,Grant,DuBose,WR,MIA,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2515270,Michael Burton,Michael,Burton,WR,DEN,,,,,,,,,,,0.33,0.62,0.48,0.29,2.09,0.01,,,,,,
2024,8,3122976,Jeff Wilson Jr.,Jeff,Wilson Jr.,WR,MIA,,,,,,,,,,,0.32,0.45,0.38,0.13,0.93,0.0,,,,,,
2024,8,4039358,Patrick Taylor Jr.,Patrick,Taylor Jr.,WR,SF,,,,,,,,,,,0.1,0.17,0.13,0.07,0.54,0.0,,,,,,
2024,8,4362523,Will Mallory,Will,Mallory,WR,IND,,,,,,,,,,,,,,,,,,,,,,
2024,8,4429275,Trey Benson,Trey,Benson,WR,ARI,,,,,,,,,,,2.61,2.97,2.79,0.36,2.51,0.02,,,,,,
2024,8,5083754,Ryan Flournoy,Ryan,Flournoy,WR,DAL,"$4,000",-,-,,,,,,,,0.45,0.72,0.58,0.28,3.06,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,3052897,Durham Smythe,Durham,Smythe,WR,MIA,,,,,,,,,,,,,,,,,,,,,,
2024,8,3886818,Myles Gaskin,Myles,Gaskin,WR,MIN,,,,,,,,,,,,,,,,,,,,,,
2024,8,3931391,Trenton Irwin,Trenton,Irwin,WR,CIN,"$4,000","$4,000",0,1,5,20.0%,5,5.0,0,22.7%,0.26,0.39,0.32,0.13,1.66,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4012556,C.J. Ham,C.J.,Ham,WR,MIN,,,,,,,,,,,0.24,0.42,0.33,0.18,1.24,0.01,,,,,,
2024,8,3128720,Nick Chubb,Nick,Chubb,WR,CLE,,,,,,,,,,,9.79,11.37,10.58,1.58,13.23,0.05,,,,,,
2024,8,3914151,Josiah Deguara,Josiah,Deguara,WR,JAX,,,,,,,,,,,,,,,,,,,,,,
2024,8,2508256,MyCole Pruitt,MyCole,Pruitt,WR,PIT,,,,,,,,,,,,,,,,,,,,,,
2024,8,4035198,Brandon Johnson,Brandon,Johnson,WR,PIT,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4240589,Tristan Wirfs,Tristan,Wirfs,WR,TB,,,,,,,,,,,,,,,,,,,,,,
2024,8,4367567,Julius Chestnut,Julius,Chestnut,WR,TEN,,,,,,,,,,,1.04,1.1,1.07,0.06,0.53,0.0,,,,,,
2024,8,4686104,Johnny Wilson,Johnny,Wilson,WR,PHI,"$4,300","$4,600",-300,0,1,0.0%,0,0,0,10.0%,0.76,1.25,1.01,0.49,5.54,0.03,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4035693,Velus Jones Jr.,Velus,Jones Jr.,WR,CHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1
2024,8,4362477,Derius Davis,Derius,Davis,WR,LAC,"$4,300","$4,000",+300,1,1,100.0%,8,8.0,0,8.3%,0.34,0.4,0.37,0.06,0.61,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4372505,Payne Durham,Payne,Durham,WR,TB,,,,,,,,,,,,,,,,,,,,,,
2024,8,2511973,Eric Tomlinson,Eric,Tomlinson,WR,LAC,,,,,,,,,,,,,,,,,,,,,,
2024,8,3046779,Jared Goff,Jared,Goff,WR,DET,,,,,,,,,,,15.78,15.78,15.78,,,,,,,,,
2024,8,4362504,Brevin Jordan,Brevin,Jordan,WR,HOU,,,,,,,,,,,,,,,,,,,,,,
2024,8,4373684,Scott Matlock,Scott,Matlock,WR,LAC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4430723,Jared Wiley,Jared,Wiley,WR,KC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4567096,John Metchie III,John,Metchie III,WR,HOU,,,,,,,,,,,0.64,1.03,0.83,0.39,4.66,0.03,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,3052177,John Ross,John,Ross,WR,PHI,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,3127586,Jeremy McNichols,Jeremy,McNichols,WR,WSH,,,,,,,,,,,0.73,0.92,0.82,0.2,1.49,0.01,,,,,,
2024,8,4243830,Jaelon Darden,Jaelon,Darden,WR,CLE,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4386544,Xavier Smith,Xavier,Smith,WR,LAR,"$4,200","$4,100",+100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4690923,Ben Sinnott,Ben,Sinnott,WR,WSH,,,,,,,,,,,,,,,,,,,,,,
2024,8,4692590,Jalin Hyatt,Jalin,Hyatt,WR,NYG,"$4,300","$4,300",0,,,,,,,,0.98,1.6,1.29,0.61,7.9,0.03,2.5,2.5,2.5,2.5,2.5,2.5
2024,8,4696700,Tip Reiman,Tip,Reiman,WR,ARI,,,,,,,,,,,,,,,,,,,,,,
2024,8,2574808,Robbie Chosen,Robbie,Chosen,WR,MIA,"$4,000","$4,000",0,0,2,0.0%,0,0,0,16.7%,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2024,8,2576716,Jamison Crowder,Jamison,Crowder,WR,WSH,"$4,000","$4,000",0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4242540,Isaiah Hodgins,Isaiah,Hodgins,WR,NYG,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4257188,Charlie Jones,Charlie,Jones,WR,CIN,"$4,600","$4,200",+400,,,,,,,,0.37,0.58,0.47,0.21,2.62,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4372561,Isaac Guerendo,Isaac,Guerendo,WR,SF,,,,,,,,,,,1.72,2.04,1.88,0.33,2.54,0.01,,,,,,
2024,8,4408854,Jody Fortson,Jody,Fortson,WR,KC,,,,,,,,,,,,,,,,,,,,,,
2024,8,2578533,Chris Conley,Chris,Conley,WR,SF,"$4,500","$4,200",+300,0,1,0.0%,0,0,0,4.0%,3.09,4.66,3.88,1.57,22.13,0.15,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4034862,Jack Stoll,Jack,Stoll,WR,PHI,,,,,,,,,,,,,,,,,,,,,,
2024,8,4035020,Charlie Woerner,Charlie,Woerner,WR,ATL,,,,,,,,,,,,,,,,,,,,,,
2024,8,4035886,Khalil Herbert,Khalil,Herbert,WR,CHI,,,,,,,,,,,0.32,0.44,0.38,0.12,0.89,0.01,,,,,,
2024,8,4045305,Ian Thomas,Ian,Thomas,WR,CAR,,,,,,,,,,,,,,,,,,,,,,
2024,8,4613104,Malachi Corley,Malachi,Corley,WR,NYJ,"$4,000","$4,000",0,,,,,,,,0.04,0.07,0.06,0.04,0.37,0.0,2.5,2.5,2.5,2.5,2.5,2.5
2024,8,3916204,James Proche II,James,Proche II,WR,CLE,,,,,,,,,,,0.09,0.14,0.12,0.05,0.62,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4429023,MarShawn Lloyd,MarShawn,Lloyd,WR,GB,,,,,,,,,,,0.9,1.25,1.07,0.36,2.47,0.02,,,,,,
2024,8,9614,Marcedes Lewis,Marcedes,Lewis,WR,CHI,,,,,,,,,,,,,,,,,,,,,,
2024,8,2468609,Taysom Hill,Taysom,Hill,WR,NO,,,,,,,,,,,,,,,,,,,,,,
2024,8,2577185,Jake Brendel,Jake,Brendel,WR,SF,,,,,,,,,,,,,,,,,,,,,,
2024,8,3051926,Gus Edwards,Gus,Edwards,WR,LAC,,,,,,,,,,,,,,,,,,,,,,
2024,8,3139477,Patrick Mahomes,Patrick,Mahomes,WR,KC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4714365,Carson Steele,Carson,Steele,WR,KC,,,,,,,,,,,3.23,3.67,3.45,0.44,3.17,0.02,,,,,,
2024,8,3123303,Trent Scott,Trent,Scott,WR,WSH,,,,,,,,,,,,,,,,,,,,,,
2024,8,4360238,Dameon Pierce,Dameon,Pierce,WR,HOU,,,,,,,,,,,3.31,3.9,3.61,0.59,4.49,0.01,,,,,,
2024,8,4570577,Wanya Morris,Wanya,Morris,WR,KC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4599739,Kendre Miller,Kendre,Miller,WR,NO,,,,,,,,,,,3.29,4.19,3.74,0.89,7.27,0.03,,,,,,
2024,8,16733,Odell Beckham Jr.,Odell,Beckham Jr.,WR,MIA,,,,,,,,,,,3.57,5.41,4.49,1.84,24.88,0.18,2.8,2.8,2.8,2.8,2.8,2.8
2024,8,16763,Jordan Matthews,Jordan,Matthews,WR,CAR,"$4,000","$4,000",0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,16799,Allen Robinson,Allen,Robinson,WR,DET,,,,,,,,,,,,,,,,,,,,,,
2024,8,2975417,Patrick Ricard,Patrick,Ricard,WR,BAL,,,,,,,,,,,0.21,0.35,0.28,0.14,1.12,0.01,,,,,,
2024,8,2976292,Taylor Decker,Taylor,Decker,WR,DET,,,,,,,,,,,,,,,,,,,,,,
2024,8,3059722,Zay Jones,Zay,Jones,WR,ARI,"$4,000","$4,000",0,,,,,,,,2.27,3.73,3.0,1.46,15.99,0.12,1.7,1.7,1.7,1.7,1.7,1.7
2024,8,3123075,Braxton Berrios,Braxton,Berrios,WR,MIA,"$4,100","$4,200",-100,0,1,0.0%,0,0,0,8.3%,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
2024,8,3125107,Andrew Beck,Andrew,Beck,WR,GB,,,,,,,,,,,,,,,,,,,,,,
2024,8,3126997,Tom Kennedy,Tom,Kennedy,WR,DET,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,3929636,Irvin Charles,Irvin,Charles,WR,NYJ,"$4,000","$4,000",0,0,1,0.0%,0,0,0,3.7%,0.08,0.13,0.11,0.05,0.54,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,3929914,Adam Prentice,Adam,Prentice,WR,NO,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024,8,4034948,Feleipe Franks,Feleipe,Franks,WR,CAR,,,,,,,,,,,,,,,,,,,,,,
2024,8,4039607,J.J. Taylor,J.J.,Taylor,WR,HOU,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024,8,4243003,Ronnie Rivers,Ronnie,Rivers,WR,LAR,,,,,,,,,,,0.41,0.53,0.47,0.12,0.79,0.0,,,,,,
2024,8,4362186,Erik Ezukanma,Erik,Ezukanma,WR,MIA,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4401805,Dareke Young,Dareke,Young,WR,SEA,"$4,000","$4,000",0,,,,,,,,1.12,1.8,1.46,0.68,8.43,0.05,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4426553,Davis Allen,Davis,Allen,WR,LAR,,,,,,,,,,,,,,,,,,,,,,
2024,8,4428811,Xavier Weaver,Xavier,Weaver,WR,ARI,"$4,000","$4,000",0,,,,,,,,0.26,0.43,0.34,0.18,1.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4430191,Skyy Moore,Skyy,Moore,WR,KC,"$4,200","$4,300",-100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2
2024,8,4568652,Tyler Smith,Tyler,Smith,WR,DAL,,,,,,,,,,,,,,,,,,,,,,
2024,8,4682745,Jaylen Wright,Jaylen,Wright,WR,MIA,,,,,,,,,,,2.13,2.39,2.26,0.26,1.89,0.02,,,,,,
2024,8,5097554,Kameron Johnson,Kameron,Johnson,WR,TB,"$4,500","$4,300",+200,0,1,0.0%,0,0,0,5.0%,0.43,0.7,0.57,0.27,3.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4039050,Devin Duvernay,Devin,Duvernay,WR,JAX,"$4,200","$4,300",-100,1,1,100.0%,-1,-1.0,0,4.5%,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4360763,Brycen Tremayne,Brycen,Tremayne,WR,WSH,"$4,000","$4,000",0,,,,,,,,0.08,0.12,0.1,0.04,0.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4362748,Tyler Badie,Tyler,Badie,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4429775,Zach Frazier,Zach,Frazier,WR,PIT,,,,,,,,,,,,,,,,,,,,,,
2024,8,5092959,Dominick Puni,Dominick,Puni,WR,SF,,,,,,,,,,,,,,,,,,,,,,
2024,8,4360310,Trevor Lawrence,Trevor,Lawrence,WR,JAX,,,,,,,,,,,15.86,15.86,15.86,,,,,,,,,
