player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
Courtland Sutton,2023,8,2.573,1,4,0.6532005817511188,0.0,0.044
Courtland Sutton,2024,13,5.011,3,8,1.002436531656743,0.0,0.296
Curtis Samuel,2017,2,0.0,0,0,0.0,0.0,0.0
Curtis Samuel,2018,4,0.816,0,2,0.5041269681340208,0.0,0.052
Curtis Samuel,2019,10,2.825,1,4,0.6437196594791866,0.0,0.0
Curtis Samuel,2020,10,4.233,3,6,0.5905175695946735,0.0,0.314
Curtis Samuel,2022,7,0.202,0,2,0.4039752467664325,0.0,0.0
Curtis Samuel,2023,8,2.759,1,4,0.6363324602752872,0.0,0.099
Curtis Samuel,2024,3,0.955,0,1,0.20730412441627882,0.0,0.955
D.J. Chark,2018,3,0.0,0,0,0.0,0.0,0.0
D.J. Chark,2019,12,2.824,2,4,0.3860362677262331,0.0,0.0
D.J. Chark,2020,9,1.473,1,2,0.499270467782744,0.0,0.0
D.J. Chark,2022,4,1.259,0,3,0.4815796922628694,0.0,0.243
D.J. Chark,2023,5,1.086,1,2,0.2803640490505157,0.0,0.086
D.J. Moore,2018,10,2.037,1,3,0.2272245585318629,0.0,0.0
D.J. Moore,2019,11,3.182,1,6,0.8549128610566108,0.0,0.052
D.J. Moore,2020,10,4.819,3,6,0.44298871317450056,0.0,0.801
D.J. Moore,2021,11,1.288,1,3,0.48482574189083644,0.0,0.0
D.J. Moore,2022,12,5.586,3,6,0.5679823940933381,0.0,0.625
D.J. Moore,2023,15,6.237,5,8,0.44590469833810903,0.0,0.24
D.J. Moore,2024,13,3.676,2,5,0.5010229535660018,0.0,0.0
DJ Turner,2024,1,0.0,0,0,0.0,0.0,1.0
DK Metcalf,2019,9,2.768,1,4,0.43837883160572433,0.0,0.003
DK Metcalf,2020,11,5.557,4,9,0.7853349603831477,0.0,0.943
DK Metcalf,2021,10,4.785,3,7,0.6267176397708939,0.0,0.684
DK Metcalf,2022,13,4.067,2,6,0.7915244784591314,0.0,0.017
DK Metcalf,2023,12,3.305,1,7,0.9736400772359363,0.0,0.012
DK Metcalf,2024,10,1.576,0,4,0.649787657623627,0.0,0.0
DaeSean Hamilton,2018,4,0.901,0,2,0.34813646749514765,0.0,0.016
DaeSean Hamilton,2019,4,0.997,0,1,0.054690035655501276,0.0,0.0
DaeSean Hamilton,2020,3,1.006,1,2,0.07722693830523131,0.0,1.0
Damiere Byrd,2017,1,0.0,0,0,0.0,0.0,1.0
Damiere Byrd,2019,3,1.018,0,2,0.3371587163340138,0.0,0.952
Damiere Byrd,2020,4,1.0,1,1,0.0,0.0,0.0
Damiere Byrd,2021,3,0.0,0,0,0.0,0.0,0.0
Damiere Byrd,2022,1,0.997,0,1,0.054690035655501276,0.997,1.0
Danny Amendola,2017,5,0.377,0,1,0.4846349141364044,0.0,0.0
Danny Amendola,2018,7,1.02,1,2,0.13999999999999999,0.0,0.0
Danny Amendola,2019,8,0.378,0,3,0.5595676902752696,0.0,0.0
Danny Amendola,2020,4,0.001,0,1,0.03160696125855822,0.0,0.0
Danny Amendola,2021,4,1.0,1,1,0.0,0.0,0.0
Dante Pettis,2018,6,2.142,2,3,0.34905013966477655,0.0,0.142
Dante Pettis,2019,1,0.0,0,0,0.0,0.0,1.0
Dante Pettis,2022,4,1.001,1,2,0.03160696125855822,0.0,0.001
Dante Pettis,2024,3,0.005,0,1,0.07053367989832943,0.0,0.005
Darius Slayton,2019,7,3.0,3,3,0.0,0.0,1.0
Darius Slayton,2020,7,0.89,0,2,0.34914180500192177,0.0,0.0
Darius Slayton,2021,2,0.0,0,0,0.0,0.0,0.0
Darius Slayton,2022,7,0.507,0,2,0.5137616178735036,0.0,0.0
Darius Slayton,2023,7,3.785,3,4,0.4108223460329294,0.0,1.0
Darius Slayton,2024,6,1.145,1,2,0.352100837829165,0.0,0.0
Darnell Mooney,2020,10,1.907,0,2,0.2938554066203309,0.0,0.0
Darnell Mooney,2021,10,3.826,1,5,0.5250942772493336,0.0,0.045
Darnell Mooney,2022,7,0.087,0,2,0.28536117465415656,0.0,0.0
Darnell Mooney,2023,4,0.004,0,1,0.063118935352238,0.0,0.0
Darnell Mooney,2024,11,3.961,2,6,0.3892030318484171,0.0,0.054
Davante Adams,2017,11,5.296,3,7,0.8101752896750185,0.0,0.852
Davante Adams,2018,12,10.196,8,12,0.7208217532788531,0.026,1.0
Davante Adams,2019,9,5.366,3,7,0.8012764816216683,0.0,0.999
Davante Adams,2020,10,8.774,6,10,0.5262356886415059,0.033,1.0
Davante Adams,2021,9,5.049,2,9,1.0614136799570657,0.001,0.938
Davante Adams,2022,12,6.742,5,9,0.9063310653398128,0.0,0.928
Davante Adams,2023,14,4.637,3,7,0.7177959320029613,0.0,0.007
Davante Adams,2024,11,5.377,3,7,0.6744412502212479,0.0,0.897
David Bell,2022,3,0.0,0,0,0.0,0.0,0.0
David Moore,2018,4,1.0,1,1,0.0,0.0,0.0
David Moore,2020,2,1.02,0,2,0.15362291495737213,0.022,0.998
David Moore,2024,4,1.0,1,1,0.0,0.0,0.0
DeAndre Carter,2018,3,0.0,0,0,0.0,0.0,0.0
DeAndre Carter,2019,1,0.001,0,1,0.03160696125855822,0.001,1.0
DeAndre Carter,2021,3,1.492,0,2,0.5156898292578593,0.0,0.992
DeAndre Carter,2022,5,0.985,0,1,0.12155245781143219,0.0,0.0
DeAndre Hopkins,2017,10,8.019,5,10,0.8213641092718867,0.005,1.0
DeAndre Hopkins,2018,13,8.07,5,12,1.0766150658429408,0.0,0.999
DeAndre Hopkins,2019,12,5.427,3,8,1.0171877899385147,0.0,0.475
DeAndre Hopkins,2020,11,5.344,3,7,0.6493566046480161,0.0,0.933
DeAndre Hopkins,2021,2,1.174,0,2,0.46230293098789677,0.209,0.965
DeAndre Hopkins,2022,6,1.376,0,3,0.5836300197899351,0.0,0.037
DeAndre Hopkins,2023,13,4.237,2,6,0.6471715383111343,0.0,0.013
DeAndre Hopkins,2024,7,1.027,1,2,0.16208331191088118,0.0,0.0
DeSean Jackson,2017,6,0.024,0,1,0.15304901175767194,0.0,0.0
DeSean Jackson,2018,6,1.016,0,3,0.5565464940146511,0.0,0.001
DeSean Jackson,2020,1,0.0,0,0,0.0,0.0,1.0
DeSean Jackson,2021,1,0.0,0,0,0.0,0.0,1.0
DeVante Parker,2017,7,0.006,0,1,0.07722693830523131,0.0,0.0
DeVante Parker,2018,2,0.173,0,1,0.37824727361872684,0.0,0.173
DeVante Parker,2019,10,5.855,4,8,0.7999843748474091,0.0,0.958
DeVante Parker,2020,7,0.731,0,3,0.7004562798633474,0.0,0.008
DeVante Parker,2021,4,1.586,0,3,0.5045829961463228,0.0,0.59
DeVante Parker,2022,3,1.0,1,1,0.0,0.0,1.0
DeVante Parker,2023,4,0.0,0,0,0.0,0.0,0.0
DeVonta Smith,2021,8,3.555,2,5,0.5718172785077414,0.0,0.583
DeVonta Smith,2022,12,3.774,2,6,0.8467136469905278,0.0,0.013
DeVonta Smith,2023,13,4.049,2,6,0.5500899926375683,0.0,0.006
DeVonta Smith,2024,7,3.925,2,5,0.3120496755325985,0.0,0.999
Dede Westbrook,2017,3,0.995,0,2,0.09473647660748209,0.0,0.993
