season,season_type,week,fantasypros_id,player_name,team_abbr,Rank,Player,REC,TGT,REC PCT,YDS,Y/R,TD,TGT PCT,ATT,PCT,FL,G,FPTS,FPTS/G,ROST %,merge_name,merge_key,season_dfs,week_dfs,player_id,player,dk_position,fd_position,team,opponent,dk_salary,fd_salary,dk_fpts,fd_fpts,merge_name_dfs
2019,REG,3,13971,tyler lockett,TEN,8,Tyler Lockett(TEN),2,3,0.667,0,9.0,0,0.375,0,0.0,0,1,7.8,7.8,0.109,tyler lockett,tyler lockett_2019_3,2019,3,tyler-lockett,Tyler Lockett,WR,WR,SEA,New Orleans Saints,6200,6600,35.4,26.9,tyler lockett
2019,REG,4,17253,courtland sutton,DEN,1,Courtland Sutton(DEN),2,2,1.0,0,7.5,0,1.0,0,0.0,0,1,13.5,13.5,0.928,courtland sutton,courtland sutton_2019_4,2019,4,courtland-sutton,Courtland Sutton,WR,WR,DEN,Jacksonville Jaguars,4600,5700,24.2,21.2,courtland sutton
2019,REG,4,16488,kenny golladay,FA,2,Kenny Golladay(FA),2,3,0.667,0,7.5,0,0.75,0,0.0,0,1,13.5,13.5,0.04,kenny golladay,kenny golladay_2019_4,2019,4,kenny-golladay,Kenny Golladay,WR,WR,DET,Kansas City Chiefs,5900,6700,23.7,21.2,kenny golladay
2019,REG,4,16406,chris godwin,TB,3,Chris Godwin(TB),2,2,1.0,0,6.0,0,0.667,0,0.0,0,1,13.2,13.2,0.832,chris godwin,chris godwin_2019_4,2019,4,chris-godwin,Chris Godwin,WR,WR,TB,Los Angeles Rams,6000,7100,44.2,35.2,chris godwin
2019,REG,4,14324,tyrell williams,FA,4,Tyrell Williams(FA),1,2,0.5,0,19.0,0,1.0,0,0.0,0,1,7.9,7.9,0.0,tyrell williams,tyrell williams_2019_4,2019,4,tyrell-williams,Tyrell Williams,WR,WR,LV,Indianapolis Colts,5700,5900,12.6,11.1,tyrell williams
2019,REG,4,15853,geronimo allison,FA,5,Geronimo Allison(FA),1,2,0.5,0,19.0,0,0.25,0,0.0,0,1,7.9,7.9,0.0,geronimo allison,geronimo allison_2019_4,2019,4,geronimo-allison,Geronimo Allison,WR,WR,GB,Philadelphia Eagles,4500,4900,14.9,13.4,geronimo allison
2019,REG,4,18218,a.j. brown,PHI,6,A.J. Brown(PHI),1,1,1.0,0,11.0,0,1.0,0,0.0,0,1,7.1,7.1,0.993,aj brown,aj brown_2019_4,2019,4,a-j-brown,A.J. Brown,WR,WR,TEN,Atlanta Falcons,3700,4700,24.4,22.9,aj brown
2019,REG,4,18636,miles boykin,CHI,7,Miles Boykin(CHI),1,1,1.0,0,9.0,0,0.333,0,0.0,0,1,6.9,6.9,0.0,miles boykin,miles boykin_2019_4,2019,4,miles-boykin,Miles Boykin,WR,WR,BAL,Cleveland Browns,3000,4500,12.2,10.7,miles boykin
2019,REG,4,11199,alshon jeffery,FA,8,Alshon Jeffery(FA),1,3,0.333,0,6.0,0,1.0,0,0.0,0,1,6.6,6.6,0.0,alshon jeffery,alshon jeffery_2019_4,2019,4,alshon-jeffery,Alshon Jeffery,WR,WR,PHI,Green Bay Packers,6100,6700,12.8,11.3,alshon jeffery
2019,REG,5,15528,michael thomas,FA,1,Michael Thomas(FA),2,2,1.0,0,13.0,0,0.667,0,0.0,0,1,14.6,14.6,0.007,michael thomas,michael thomas_2019_5,2019,5,michael-thomas,Michael Thomas,WR,WR,NO,Tampa Bay Buccaneers,6600,7700,44.2,35.7,michael thomas
2019,REG,5,13429,adam thielen,CAR,2,Adam Thielen(CAR),2,2,1.0,0,12.0,0,1.0,0,0.0,0,1,14.4,14.4,0.364,adam thielen,adam thielen_2019_5,2019,5,adam-thielen,Adam Thielen,WR,WR,MIN,New York Giants,6700,6900,35.0,28.5,adam thielen
2019,REG,5,12126,allen robinson ii,FA,3,Allen Robinson II(FA),2,2,1.0,0,10.0,0,1.0,0,0.0,0,1,14.0,14.0,0.014,allen robinson ii,allen robinson ii_2019_5,,,,,,,,,,,,,
2019,REG,5,15629,william fuller v,FA,4,William Fuller V(FA),3,4,0.75,0,7.7,0,1.0,0,0.0,0,1,8.3,8.3,0.0,william fuller v,william fuller v_2019_5,,,,,,,,,,,,,
2019,REG,5,11200,mohamed sanu sr.,FA,5,Mohamed Sanu Sr.(FA),2,2,1.0,0,10.5,0,0.5,0,0.0,0,1,8.1,8.1,0.0,mohamed sanu sr,mohamed sanu sr_2019_5,,,,,,,,,,,,,
2019,REG,5,17714,vyncint smith,FA,6,Vyncint Smith(FA),0,0,0.0,19,0.0,1,0.0,1,1.0,0,1,7.9,7.9,0.0,vyncint smith,vyncint smith_2019_5,2019,5,vyncint-smith,Vyncint Smith,WR,WR,NYJ,Philadelphia Eagles,3100,4500,7.9,7.9,vyncint smith
2019,REG,5,18226,marquise brown,KC,7,Marquise Brown(KC),2,3,0.667,0,7.0,0,0.6,0,0.0,0,1,7.4,7.4,0.348,marquise brown,marquise brown_2019_5,2019,5,marquise-brown,Marquise Brown,WR,WR,BAL,Pittsburgh Steelers,5700,5400,11.2,9.7,marquise brown
2019,REG,5,13971,tyler lockett,TEN,8,Tyler Lockett(TEN),1,1,1.0,0,13.0,0,0.333,0,0.0,0,1,7.3,7.3,0.109,tyler lockett,tyler lockett_2019_5,2019,5,tyler-lockett,Tyler Lockett,WR,WR,SEA,Los Angeles Rams,6400,6300,14.3,12.3,tyler lockett
2019,REG,6,11898,jaron brown,FA,1,Jaron Brown(FA),2,3,0.667,0,11.5,0,0.6,0,0.0,0,1,14.3,14.3,0.0,jaron brown,jaron brown_2019_6,2019,6,jaron-brown,Jaron Brown,WR,WR,SEA,Cleveland Browns,3300,4500,17.9,16.4,jaron brown
2019,REG,6,16434,curtis samuel,BUF,2,Curtis Samuel(BUF),1,1,1.0,8,13.0,1,1.0,1,1.0,0,1,14.1,14.1,0.029,curtis samuel,curtis samuel_2019_6,2019,6,curtis-samuel,Curtis Samuel,WR,WR,CAR,Tampa Bay Buccaneers,4700,5300,23.8,21.8,curtis samuel
2019,REG,6,13429,adam thielen,CAR,3,Adam Thielen(CAR),3,3,1.0,0,6.3,0,0.75,0,0.0,0,1,7.9,7.9,0.364,adam thielen,adam thielen_2019_6,2019,6,adam-thielen,Adam Thielen,WR,WR,MIN,Philadelphia Eagles,6700,7200,17.7,14.7,adam thielen
2019,REG,6,13897,devante parker,FA,4,DeVante Parker(FA),1,1,1.0,0,11.0,0,1.0,0,0.0,0,1,7.1,7.1,0.0,devante parker,devante parker_2019_6,2019,6,devante-parker,DeVante Parker,WR,WR,MIA,Washington Redskins,4200,5400,11.8,10.3,devante parker
2019,REG,6,13981,stefon diggs,NE,5,Stefon Diggs(NE),1,1,1.0,0,11.0,0,0.25,0,0.0,0,1,7.1,7.1,0.846,stefon diggs,stefon diggs_2019_6,2019,6,stefon-diggs,Stefon Diggs,WR,WR,MIN,Philadelphia Eagles,5900,5800,46.5,40.0,stefon diggs
2019,REG,6,17258,calvin ridley,TEN,6,Calvin Ridley(TEN),1,1,1.0,0,9.0,0,0.333,0,0.0,0,1,6.9,6.9,0.886,calvin ridley,calvin ridley_2019_6,2019,6,calvin-ridley,Calvin Ridley,WR,WR,ATL,Arizona Cardinals,5700,5500,14.8,12.8,calvin ridley
2019,REG,6,11610,robert woods,PIT,7,Robert Woods(PIT),0,0,0.0,8,0.0,1,0.0,1,1.0,0,1,6.8,6.8,0.008,robert woods,robert woods_2019_6,2019,6,robert-woods,Robert Woods,WR,WR,LA,San Francisco 49ers,5600,7100,7.6,7.6,robert woods
2019,REG,6,15802,tyreek hill,MIA,8,Tyreek Hill(MIA),1,1,1.0,0,6.0,0,0.333,0,0.0,0,1,6.6,6.6,0.983,tyreek hill,tyreek hill_2019_6,2019,6,tyreek-hill,Tyreek Hill,WR,WR,KC,Houston Texans,6900,7400,25.0,22.5,tyreek hill
2019,REG,7,11215,marvin jones jr.,FA,1,Marvin Jones Jr.(FA),4,5,0.8,0,7.8,0,0.714,0,0.0,0,1,27.1,27.1,0.0,marvin jones jr,marvin jones jr_2019_7,,,,,,,,,,,,,
2019,REG,7,16972,zach pascal,NYG,2,Zach Pascal(NYG),2,3,0.667,0,7.0,0,0.75,0,0.0,0,1,13.4,13.4,0.0,zach pascal,zach pascal_2019_7,2019,7,zach-pascal,Zach Pascal,WR,WR,IND,Houston Texans,4000,5500,31.6,25.6,zach pascal
2019,REG,7,13897,devante parker,FA,3,DeVante Parker(FA),2,3,0.667,0,10.0,0,0.5,0,0.0,0,1,8.0,8.0,0.0,devante parker,devante parker_2019_7,2019,7,devante-parker,DeVante Parker,WR,WR,MIA,Buffalo Bills,3800,5400,16.5,14.0,devante parker
2019,REG,7,12231,john brown,FA,4,John Brown(FA),1,1,1.0,0,20.0,0,0.333,0,0.0,0,1,8.0,8.0,0.0,john brown,john brown_2019_7,2019,7,john-brown,John Brown,WR,WR,BUF,Miami Dolphins,5500,5900,19.3,16.8,john brown
2019,REG,7,11625,tavon austin,FA,5,Tavon Austin(FA),0,0,0.0,20,0.0,1,0.0,1,1.0,0,1,8.0,8.0,0.006,tavon austin,tavon austin_2019_7,2019,7,tavon-austin,Tavon Austin,WR,WR,DAL,Philadelphia Eagles,3700,4500,8.0,8.0,tavon austin
2019,REG,7,12126,allen robinson ii,FA,6,Allen Robinson II(FA),2,3,0.667,0,7.5,0,0.6,0,0.0,0,1,7.5,7.5,0.014,allen robinson ii,allen robinson ii_2019_7,,,,,,,,,,,,,
2019,REG,7,17490,keke coutee,FA,7,Keke Coutee(FA),1,2,0.5,4,7.0,1,0.5,1,1.0,0,1,7.1,7.1,0.0,keke coutee,keke coutee_2019_7,2019,7,keke-coutee,Keke Coutee,WR,WR,HOU,Indianapolis Colts,3600,4900,11.9,10.4,keke coutee
2019,REG,7,16385,corey davis,FA,8,Corey Davis(FA),1,1,1.0,0,8.0,0,0.333,0,0.0,0,1,6.8,6.8,0.0,corey davis,corey davis_2019_7,2019,7,corey-davis,Corey Davis,WR,WR,TEN,Los Angeles Chargers,4000,5000,20.0,17.0,corey davis
2019,REG,8,9332,julian edelman,FA,1,Julian Edelman(FA),3,5,0.6,0,9.0,0,0.625,0,0.0,0,1,14.7,14.7,0.084,julian edelman,julian edelman_2019_8,2019,8,julian-edelman,Julian Edelman,WR,WR,NE,Cleveland Browns,6900,6600,27.5,23.5,julian edelman
2019,REG,8,12119,mike evans,TB,2,Mike Evans(TB),2,3,0.667,0,5.5,0,0.75,0,0.0,0,1,13.1,13.1,0.976,mike evans,mike evans_2019_8,2019,8,mike-evans,Mike Evans,WR,WR,TB,Tennessee Titans,6600,7400,45.8,37.3,mike evans
2019,REG,8,18219,dk metcalf,PIT,3,DK Metcalf(PIT),2,2,1.0,0,3.0,0,1.0,0,0.0,0,1,12.6,12.6,0.961,dk metcalf,dk metcalf_2019_8,2019,8,d-k-metcalf,D.K. Metcalf,WR,WR,SEA,Atlanta Falcons,5000,6600,16.3,14.8,dk metcalf
2019,REG,8,18244,deebo samuel sr.,WAS,4,Deebo Samuel Sr.(WAS),2,2,1.0,20,5.5,1,0.667,1,1.0,0,1,9.1,9.1,0.839,deebo samuel sr,deebo samuel sr_2019_8,,,,,,,,,,,,,
2019,REG,8,11459,cole beasley,FA,5,Cole Beasley(FA),1,1,1.0,0,14.0,0,1.0,0,0.0,0,1,7.4,7.4,0.0,cole beasley,cole beasley_2019_8,2019,8,cole-beasley,Cole Beasley,WR,WR,BUF,Philadelphia Eagles,4200,5600,13.1,11.6,cole beasley
2019,REG,8,15528,michael thomas,FA,6,Michael Thomas(FA),2,2,1.0,0,6.5,0,0.667,0,0.0,0,1,7.3,7.3,0.007,michael thomas,michael thomas_2019_8,2019,8,michael-thomas,Michael Thomas,WR,WR,NO,Arizona Cardinals,8000,8500,30.3,21.8,michael thomas
2019,REG,8,12996,allen hurns,FA,7,Allen Hurns(FA),1,1,1.0,0,12.0,0,0.5,0,0.0,0,1,7.2,7.2,0.0,allen hurns,allen hurns_2019_8,2019,8,allen-hurns,Allen Hurns,WR,WR,MIA,Pittsburgh Steelers,3000,4800,8.2,7.7,allen hurns
2019,REG,8,16488,kenny golladay,FA,8,Kenny Golladay(FA),1,1,1.0,0,9.0,0,0.5,0,0.0,0,1,6.9,6.9,0.04,kenny golladay,kenny golladay_2019_8,2019,8,kenny-golladay,Kenny Golladay,WR,WR,DET,New York Giants,6400,6700,32.3,25.3,kenny golladay
2019,REG,9,13971,tyler lockett,TEN,1,Tyler Lockett(TEN),4,5,0.8,0,8.0,0,0.625,0,0.0,0,1,15.2,15.2,0.109,tyler lockett,tyler lockett_2019_9,2019,9,tyler-lockett,Tyler Lockett,WR,WR,SEA,Tampa Bay Buccaneers,7500,7500,43.2,33.7,tyler lockett
2019,REG,9,18612,preston williams,FA,2,Preston Williams(FA),2,3,0.667,0,8.5,0,0.75,0,0.0,0,1,13.7,13.7,0.0,preston williams,preston williams_2019_9,2019,9,preston-williams,Preston Williams,WR,WR,MIA,New York Jets,4200,5500,24.2,21.7,preston williams
2019,REG,9,13976,jamison crowder,FA,3,Jamison Crowder(FA),3,4,0.75,0,10.0,0,0.8,0,0.0,0,1,9.0,9.0,0.01,jamison crowder,jamison crowder_2019_9,2019,9,jamison-crowder,Jamison Crowder,WR,WR,NYJ,Miami Dolphins,5300,5800,22.3,18.3,jamison crowder
2019,REG,9,18345,hunter renfrow,CAR,4,Hunter Renfrow(CAR),2,2,1.0,0,13.0,0,0.667,0,0.0,0,1,8.6,8.6,0.019,hunter renfrow,hunter renfrow_2019_9,2019,9,hunter-renfrow,Hunter Renfrow,WR,WR,LV,Detroit Lions,4100,5400,17.4,14.4,hunter renfrow
2019,REG,9,12119,mike evans,TB,5,Mike Evans(TB),2,2,1.0,0,11.0,0,0.5,0,0.0,0,1,8.2,8.2,0.976,mike evans,mike evans_2019_9,2019,9,mike-evans,Mike Evans,WR,WR,TB,Seattle Seahawks,7200,8100,39.0,30.0,mike evans
2019,REG,9,13897,devante parker,FA,6,DeVante Parker(FA),1,1,1.0,0,17.0,0,0.25,0,0.0,0,1,7.7,7.7,0.0,devante parker,devante parker_2019_9,2019,9,devante-parker,DeVante Parker,WR,WR,MIA,New York Jets,4400,5800,15.7,13.7,devante parker
2019,REG,9,17259,michael gallup,WAS,7,Michael Gallup(WAS),1,1,1.0,0,15.0,0,0.5,0,0.0,0,1,7.5,7.5,0.006,michael gallup,michael gallup_2019_9,2019,9,michael-gallup,Michael Gallup,WR,WR,DAL,New York Giants,6300,6600,11.3,10.3,michael gallup
2019,REG,9,12128,jarvis landry,FA,8,Jarvis Landry(FA),2,3,0.667,0,7.5,0,0.5,0,0.0,0,1,7.5,7.5,0.071,jarvis landry,jarvis landry_2019_9,2019,9,jarvis-landry,Jarvis Landry,WR,WR,CLE,Denver Broncos,4500,6200,17.1,14.1,jarvis landry
2019,REG,10,12128,jarvis landry,FA,1,Jarvis Landry(FA),3,3,1.0,0,8.0,0,0.6,0,0.0,0,1,8.4,8.4,0.071,jarvis landry,jarvis landry_2019_10,2019,10,jarvis-landry,Jarvis Landry,WR,0,CLE,Buffalo Bills,4900,6000,24.7,20.2,jarvis landry
2019,REG,10,13894,amari cooper,FA,2,Amari Cooper(FA),2,2,1.0,0,10.0,0,1.0,0,0.0,0,1,8.0,8.0,0.091,amari cooper,amari cooper_2019_10,2019,10,amari-cooper,Amari Cooper,WR,0,DAL,Minnesota Vikings,7200,8000,34.7,26.2,amari cooper
2019,REG,10,18226,marquise brown,KC,3,Marquise Brown(KC),1,1,1.0,0,20.0,0,1.0,0,0.0,0,1,8.0,8.0,0.348,marquise brown,marquise brown_2019_10,2019,10,marquise-brown,Marquise Brown,WR,0,BAL,Cincinnati Bengals,5100,5300,18.0,16.0,marquise brown
2019,REG,10,17254,james washington,FA,4,James Washington(FA),2,2,1.0,0,8.0,0,0.667,0,0.0,0,1,7.6,7.6,0.0,james washington,james washington_2019_10,2019,10,james-washington,James Washington,WR,0,PIT,Los Angeles Rams,3600,5300,20.0,16.0,james washington
2019,REG,10,17268,christian kirk,HOU,5,Christian Kirk(HOU),1,1,1.0,0,15.0,0,0.2,0,0.0,0,1,7.5,7.5,0.3,christian kirk,christian kirk_2019_10,2019,10,christian-kirk,Christian Kirk,WR,0,ARI,Tampa Bay Buccaneers,5200,5700,40.8,34.8,christian kirk
2019,REG,10,9683,golden tate,FA,6,Golden Tate(FA),1,1,1.0,0,15.0,0,0.5,0,0.0,0,1,7.5,7.5,0.01,golden tate,golden tate_2019_10,2019,10,golden-tate,Golden Tate,WR,0,NYG,New York Jets,5900,6300,24.5,21.5,golden tate
2019,REG,10,15802,tyreek hill,MIA,7,Tyreek Hill(MIA),2,2,1.0,0,6.5,0,1.0,0,0.0,0,1,7.3,7.3,0.983,tyreek hill,tyreek hill_2019_10,2019,10,tyreek-hill,Tyreek Hill,WR,0,KC,Tennessee Titans,7700,8000,36.0,27.5,tyreek hill
2019,REG,10,17066,kendrick bourne,NE,8,Kendrick Bourne(NE),1,1,1.0,0,10.0,0,0.5,0,0.0,0,1,7.0,7.0,0.014,kendrick bourne,kendrick bourne_2019_10,2019,10,kendrick-bourne,Kendrick Bourne,WR,0,SF,Seattle Seahawks,3000,4800,16.2,14.2,kendrick bourne
2019,REG,11,12231,john brown,FA,1,John Brown(FA),3,4,0.75,0,8.7,0,1.0,0,0.0,0,1,8.6,8.6,0.0,john brown,john brown_2019_11,2019,11,john-brown,John Brown,WR,WR,BUF,Miami Dolphins,6400,5900,37.7,30.2,john brown
2019,REG,11,15528,michael thomas,FA,2,Michael Thomas(FA),2,3,0.667,0,10.5,0,0.75,0,0.0,0,1,8.1,8.1,0.007,michael thomas,michael thomas_2019_11,2019,11,michael-thomas,Michael Thomas,WR,WR,NO,Tampa Bay Buccaneers,9900,9000,28.4,21.4,michael thomas
2019,REG,11,17292,dj chark jr.,ATL,3,DJ Chark Jr.(ATL),1,1,1.0,0,20.0,0,1.0,0,0.0,0,1,8.0,8.0,0.007,dj chark jr,dj chark jr_2019_11,,,,,,,,,,,,,
2019,REG,11,9902,randall cobb,FA,4,Randall Cobb(FA),1,2,0.5,0,19.0,0,0.5,0,0.0,0,1,7.9,7.9,0.011,randall cobb,randall cobb_2019_11,2019,11,randall-cobb,Randall Cobb,WR,WR,DAL,Detroit Lions,4300,5400,24.5,19.5,randall cobb
2019,REG,11,15680,jakeem grant sr.,FA,5,Jakeem Grant Sr.(FA),1,1,1.0,7,11.0,1,0.333,1,1.0,0,1,7.8,7.8,0.0,jakeem grant sr,jakeem grant sr_2019_11,,,,,,,,,,,,,
2019,REG,11,13979,phillip dorsett ii,LV,6,Phillip Dorsett II(LV),1,2,0.5,0,15.0,0,0.4,0,0.0,0,1,7.5,7.5,0.0,phillip dorsett ii,phillip dorsett ii_2019_11,,,,,,,,,,,,,
2019,REG,11,13840,seth roberts,FA,7,Seth Roberts(FA),1,1,1.0,0,15.0,0,0.5,0,0.0,0,1,7.5,7.5,0.0,seth roberts,seth roberts_2019_11,2019,11,seth-roberts,Seth Roberts,WR,WR,BAL,Houston Texans,3000,4600,8.5,8.0,seth roberts
2019,REG,11,11616,keenan allen,LAC,8,Keenan Allen(LAC),2,3,0.667,0,6.0,0,1.0,0,0.0,0,1,7.2,7.2,0.432,keenan allen,keenan allen_2019_11,2019,11,keenan-allen,Keenan Allen,WR,WR,LAC,Kansas City Chiefs,6300,6800,21.1,17.1,keenan allen
2019,REG,12,18226,marquise brown,KC,1,Marquise Brown(KC),4,6,0.667,0,8.5,0,0.667,0,0.0,0,1,15.4,15.4,0.348,marquise brown,marquise brown_2019_12,2019,12,marquise-brown,Marquise Brown,WR,WR,BAL,Los Angeles Rams,5400,5600,21.2,18.7,marquise brown
2019,REG,12,12904,willie snead iv,FA,2,Willie Snead IV(FA),2,2,1.0,0,7.0,0,0.222,0,0.0,0,1,13.4,13.4,0.0,willie snead iv,willie snead iv_2019_12,,,,,,,,,,,,,
2019,REG,12,12128,jarvis landry,FA,3,Jarvis Landry(FA),2,2,1.0,0,6.0,0,0.667,0,0.0,0,1,13.2,13.2,0.071,jarvis landry,jarvis landry_2019_12,2019,12,jarvis-landry,Jarvis Landry,WR,WR,CLE,Miami Dolphins,6300,6900,39.8,31.8,jarvis landry
2019,REG,12,11459,cole beasley,FA,4,Cole Beasley(FA),3,3,1.0,0,9.3,0,1.0,0,0.0,0,1,8.8,8.8,0.0,cole beasley,cole beasley_2019_12,2019,12,cole-beasley,Cole Beasley,WR,WR,BUF,Denver Broncos,4400,5300,19.6,16.6,cole beasley
2019,REG,12,12996,allen hurns,FA,5,Allen Hurns(FA),1,1,1.0,0,19.0,0,1.0,0,0.0,0,1,7.9,7.9,0.0,allen hurns,allen hurns_2019_12,2019,12,allen-hurns,Allen Hurns,WR,WR,MIA,Cleveland Browns,3300,5100,14.2,12.2,allen hurns
2019,REG,12,17265,dj moore,CHI,6,DJ Moore(CHI),3,3,1.0,0,5.0,0,1.0,0,0.0,0,1,7.5,7.5,0.939,dj moore,dj moore_2019_12,2019,12,d-j-moore,D.J. Moore,WR,WR,CAR,New Orleans Saints,6400,6400,34.4,28.4,dj moore
2019,REG,12,15547,tyler boyd,FA,7,Tyler Boyd(FA),1,1,1.0,0,15.0,0,1.0,0,0.0,0,1,7.5,7.5,0.007,tyler boyd,tyler boyd_2019_12,2019,12,tyler-boyd,Tyler Boyd,WR,WR,CIN,Pittsburgh Steelers,5000,6400,23.1,16.6,tyler boyd
2019,REG,12,17261,tre'quan smith,FA,8,Tre'Quan Smith(FA),1,1,1.0,0,13.0,0,0.5,0,0.0,0,1,7.3,7.3,0.0,trequan smith,trequan smith_2019_12,2019,12,tre-quan-smith,Tre'Quan Smith,WR,WR,NO,Carolina Panthers,3400,4500,8.3,7.8,trequan smith
2019,REG,13,12123,davante adams,LA,1,Davante Adams(LAR),5,5,1.0,0,7.8,0,1.0,0,0.0,0,1,15.9,15.9,0.965,davante adams,davante adams_2019_13,2019,13,davante-adams,Davante Adams,WR,WR,GB,New York Giants,7000,8000,24.4,21.4,davante adams
2019,REG,13,17606,russell gage jr.,SF,2,Russell Gage Jr.(SF),2,3,0.667,0,11.0,0,0.75,0,0.0,0,1,8.2,8.2,0.0,russell gage jr,russell gage jr_2019_13,,,,,,,,,,,,,
2019,REG,13,9332,julian edelman,FA,3,Julian Edelman(FA),1,1,1.0,0,20.0,0,0.2,0,0.0,0,1,8.0,8.0,0.084,julian edelman,julian edelman_2019_13,2019,13,julian-edelman,Julian Edelman,WR,WR,NE,Houston Texans,7500,7500,24.9,18.9,julian edelman
2019,REG,13,15569,sterling shepard,TB,4,Sterling Shepard(TB),1,3,0.333,0,18.0,0,1.0,0,0.0,0,1,7.8,7.8,0.01,sterling shepard,sterling shepard_2019_13,2019,13,sterling-shepard,Sterling Shepard,WR,WR,NYG,Green Bay Packers,4900,5900,13.0,11.5,sterling shepard
2019,REG,13,15547,tyler boyd,FA,5,Tyler Boyd(FA),1,1,1.0,0,17.0,0,1.0,0,0.0,0,1,7.7,7.7,0.007,tyler boyd,tyler boyd_2019_13,2019,13,tyler-boyd,Tyler Boyd,WR,WR,CIN,New York Jets,5500,6000,16.9,14.4,tyler boyd
2019,REG,13,13897,devante parker,FA,6,DeVante Parker(FA),1,2,0.5,0,17.0,0,0.4,0,0.0,0,1,7.7,7.7,0.0,devante parker,devante parker_2019_13,2019,13,devante-parker,DeVante Parker,WR,WR,MIA,Philadelphia Eagles,5700,6000,37.9,31.4,devante parker
2019,REG,13,12126,allen robinson ii,FA,7,Allen Robinson II(FA),2,2,1.0,0,8.0,0,0.667,0,0.0,0,1,7.6,7.6,0.014,allen robinson ii,allen robinson ii_2019_13,,,,,,,,,,,,,
2019,REG,13,19045,ventell bryant,FA,8,Ventell Bryant(FA),1,1,1.0,0,15.0,0,0.333,0,0.0,0,1,7.5,7.5,0.0,ventell bryant,ventell bryant_2019_13,2019,13,ventell-bryant,Ventell Bryant,WR,WR,DAL,Buffalo Bills,3000,4500,8.5,8.0,ventell bryant
2019,REG,14,12126,allen robinson ii,FA,1,Allen Robinson II(FA),2,2,1.0,0,6.5,0,0.333,0,0.0,0,1,13.3,13.3,0.014,allen robinson ii,allen robinson ii_2019_14,,,,,,,,,,,,,
2019,REG,14,17066,kendrick bourne,NE,2,Kendrick Bourne(NE),2,2,1.0,0,6.0,0,0.5,0,0.0,0,1,13.2,13.2,0.014,kendrick bourne,kendrick bourne_2019_14,2019,14,kendrick-bourne,Kendrick Bourne,WR,WR,SF,New Orleans Saints,3700,4900,16.8,15.3,kendrick bourne
2019,REG,14,17603,justin watson,HOU,3,Justin Watson(HOU),2,3,0.667,0,13.5,0,0.75,0,0.0,0,1,8.7,8.7,0.01,justin watson,justin watson_2019_14,2019,14,justin-watson,Justin Watson,WR,WR,TB,Indianapolis Colts,3000,4500,16.9,14.4,justin watson
2019,REG,14,13894,amari cooper,FA,4,Amari Cooper(FA),1,1,1.0,0,19.0,0,0.5,0,0.0,0,1,7.9,7.9,0.091,amari cooper,amari cooper_2019_14,2019,14,amari-cooper,Amari Cooper,WR,WR,DAL,Chicago Bears,6200,7700,20.3,17.3,amari cooper
2019,REG,14,17261,tre'quan smith,FA,5,Tre'Quan Smith(FA),1,1,1.0,0,18.0,0,0.333,0,0.0,0,1,7.8,7.8,0.0,trequan smith,trequan smith_2019_14,2019,14,tre-quan-smith,Tre'Quan Smith,WR,WR,NO,San Francisco 49ers,3200,4500,10.9,9.9,trequan smith
2019,REG,14,18615,diontae johnson,CLE,6,Diontae Johnson(CLE),2,3,0.667,0,8.0,0,1.0,0,0.0,0,1,7.6,7.6,0.078,diontae johnson,diontae johnson_2019_14,2019,14,diontae-johnson,Diontae Johnson,WR,WR,PIT,Arizona Cardinals,4300,5100,25.6,22.6,diontae johnson
2019,REG,14,18218,a.j. brown,PHI,7,A.J. Brown(PHI),1,1,1.0,0,16.0,0,1.0,0,0.0,0,1,7.6,7.6,0.993,aj brown,aj brown_2019_14,2019,14,a-j-brown,A.J. Brown,WR,WR,TEN,Oakland Raiders,5300,5400,36.6,31.1,aj brown
2019,REG,14,11610,robert woods,PIT,8,Robert Woods(PIT),1,1,1.0,13,2.0,0,0.333,1,1.0,0,1,7.5,7.5,0.008,robert woods,robert woods_2019_14,2019,14,robert-woods,Robert Woods,WR,WR,LA,Seattle Seahawks,6100,7500,25.7,22.2,robert woods
2019,REG,15,11611,kenny stills,FA,1,Kenny Stills(FA),2,2,1.0,0,14.0,0,0.667,0,0.0,0,1,14.8,14.8,0.0,kenny stills,kenny stills_2019_15,2019,15,kenny-stills,Kenny Stills,WR,WR,HOU,Tennessee Titans,4100,5000,18.5,17.0,kenny stills
2019,REG,15,9867,julio jones,FA,2,Julio Jones(FA),4,4,1.0,0,6.5,0,1.0,0,0.0,0,1,14.6,14.6,0.006,julio jones,julio jones_2019_15,2019,15,julio-jones,Julio Jones,WR,WR,ATL,San Francisco 49ers,7000,7500,41.4,31.9,julio jones
2019,REG,15,13976,jamison crowder,FA,3,Jamison Crowder(FA),2,3,0.667,0,11.0,0,0.6,0,0.0,0,1,14.2,14.2,0.01,jamison crowder,jamison crowder_2019_15,2019,15,jamison-crowder,Jamison Crowder,WR,WR,NYJ,Baltimore Ravens,4900,5700,27.0,24.0,jamison crowder
2019,REG,15,14151,chris conley,FA,4,Chris Conley(FA),2,4,0.5,0,5.0,0,0.8,0,0.0,0,1,13.0,13.0,0.0,chris conley,chris conley_2019_15,2019,15,chris-conley,Chris Conley,WR,WR,JAX,Oakland Raiders,3600,5100,20.9,18.9,chris conley
